id,source,reference,lead_summary,model_summary
29455992,"The first of six boxes was unveiled on Tottenham Court Road this week.
The service is free to use although users will be shown adverts as they wait for their phone to charge.
Many of the UK's red telephone boxes have largely fallen into disuse although some are being revived as libraries or being fitted with medical equipment.
The boxes have had a makeover for the project - painted green and fitted with a roof-mounted 86cm solar panel.
Inside there are a variety of charging stations for different models of phone and a screen which shows adverts.
The advertising screen is reinforced to deter vandals and the boxes are maintained daily and locked overnight.
The project was the brainchild of two geography students turned entrepreneurs Harold Craston and Kirsty Kenny.
Both studied at the London School of Economics (LSE) and were interested in finding new ways to use public spaces.
""I lived next to a phone box in my second year at uni and walked past it every day. I thought, 'There are 8,000 of these lying unused in London and we must be able to find a use for them,'"" explained Mr Craston.
The solarbox can charge up to 100 phones a day, offering a 20% battery boost in 10 minutes.
Since launch, about six people per hour use the booth, according to the founder.
Running out of battery is a perennial problem for smartphone users as they become ever more powerful without an equivalent technology leap in battery life.
""On launch day, my phone ran out of battery and I genuinely had to use the box,"" said Mr Craston.
Solarbox won second place in the Mayor of London's Low Carbon Entrepreneur of the Year Award earlier this year and also won the LSE's Emerging Entrepreneur of the Year award.
Five more boxes will be rolled out by April 2015.
Funded by advertising, the founders are keen to make sure users are engaged by ""short, fun and exciting ads showing exclusive content"".
Firms signed up include Tinder and Uber, and 30% of advertising space is reserved for community projects.",Disused phone boxes in London are being put to a novel use - as solar-powered charging stations for mobile phones.,The first of six boxes was unveiled on Tottenham Court Road this week.,"The first of six boxes was unveiled on Tottenham Court Road this week.The service is free to use although users will be shown adverts as they wait for their phone to charge.Image copyright PA Image caption Many of the UK's red telephone boxes have largely fallen into disuse although some are being revived as libraries or being fitted with medical equipment.The boxes have had a makeover for the project - painted green and fitted with a roof-mounted 86cm solar panel.Inside there are a variety of charging stations for different models of phone and a screen which shows adverts.The advertising screen is reinforced to deter vandals and the boxes are maintained daily and locked overnight.The project was the brainchild of two geography students turned entrepreneurs Harold Craston and Kirsty Kenny.Both studied at the London School of Economics (LSE) and were interested in finding new ways to use public spaces.Kirsty said: ""I lived next to a phone box in my second year at uni and walked past it every day. I thought, 'There are 8,000 of these lying unused i"
34152489,"The monitoring of paramilitary activity in Northern Ireland was conducted by the IMC up until 2011.
The PSNI has previously said it would support any move to set up such a body.
Lord Alderdice, who is also a former leader of the Alliance Party, said he did not think it would be appropriate for the commission to return now.
Talks will begin next week in Belfast in a bid to resolve the current crisis,  sparked by the murder of ex-IRA man Kevin McGuigan Sr.
Police believe that killing was in retaliation for the murder of former IRA commander Gerard Jock Davison in the Markets area of Belfast in May.
The Ulster Unionists withdrew from the executive after police said Provisional IRA members had a role in the killing.
""The current crisis is of a different order,"" Lord Alderdice told BBC Radio Ulster's Talkback programme.
""Even before the horrible murders of these two men, we were right on the edge of devolution being set aside.
""If somehow or another, magically, the issue of these two murders was taken out of the picture, we would still be in that position of crisis where the assembly, the executive, is about to be suspended or fold because there is no agreement on the governance of Northern Ireland.
""The IMC or any new IMC could not help that problem at all, it did not have a political mandate to try to get people to negotiate on the politics and the governance issue.
""I think it is maybe unwise for people to look back at a form of treatment that worked before and say: 'Oh well the symptoms are the same so the diagnosis is the same'.""",The ex-chair of the Independent Monitoring Commission (IMC) has said he does not believe bringing it back would solve the latest Stormont crisis.,The monitoring of paramilitary activity in Northern Ireland was conducted by the IMC up until 2011.,"The monitoring of paramilitary activity in Northern Ireland was conducted by the IMC up until 2011.The PSNI has previously said it would support any move to set up such a body.Lord Alderdice, who is also a former leader of the Alliance Party, said he did not think it would be appropriate for the commission to return now.Image copyright PATalks will begin next week in Belfast in a bid to resolve the current crisis, which has been sparked by the murder of ex-IRA man Kevin McGuigan Sr. last month.Police believe that killing was in retaliation for the murder by former IRA commander Gerard Jock Davison in the Markets area of Belfast in May.The Ulster Unionists withdrew from the executive after police said Provisional IRA members had a role in the killing.""The current crisis is of a different order. It is a very serious issue.""Even before the horrible murders of these two men, we were right on the edge of devolution being set aside.""If somehow or another, magically, the issue of the two murders was taken out of the devolution process, then we would be in a very difficult situation.""It would be very difficult for us to get back on the right track. It would be a"
37805331,"The children, who had previously lived in areas controlled by Boko Haram, were held in a military barracks in the north-eastern city of Maiduguri, a UN spokesman told the BBC.
Details of the children's ages and the length of their detention have not been given.
The army has not made any comment.
Human rights groups argue that there is no proper legal process for civilians, including children, who are detained by the army as part of their counter-insurgency operations.
""We fear that there are still kids who are being at least temporarily detained because they are being released from Boko Haram areas by the army but then kept for a while,"" Manuel Fontaine, regional director for the UN Children's fund (Unicef) in Central and West Africa, told Reuters news agency.
Earlier this month, 21 of the more than 200 Chibok schoolgirls abducted by Boko Haram two years ago were released and reunited with their families.
Nigeria has been fighting a seven-year insurgency against Boko Haram, with the army retaking much of the territory under the Islamist militants' control in the past 20 months.
'Boko Haram took my children'
Town divided by Boko Haram legacy
On patrol against Boko Haram
Who are Boko Haram?","The UN says it has negotiated the release of 876 children in Nigeria, who were being held by the army over possible links to Islamist militants.","The children, who had previously lived in areas controlled by Boko Haram, were held in a military barracks in the north-eastern city of Maiduguri, a UN spokesman told the BBC.","The children, who had previously lived in areas controlled by Boko Haram, were held in a military barracks in the north-eastern city of Maiduguri, a UN spokesman told the BBC.Details of the children's ages and the length of their detention have not been given.The army has not made any comment.Human rights groups argue that there is no proper legal process for civilians, including children, to be detained by the army as part of their counter-insurgency operations.""We fear that there are still kids who are being at least temporarily detained because they are being released from Boko Haram areas by the military but then kept for a while,"" Manuel Fontaine, regional director for the UN Children's fund (Unicef) in Central and West Africa, told Reuters news agency.""It's not clear how long these children will be held,"" Fontaine said.Earlier this month, 21 of the more than 200 Chibok schoolgirls abducted by the Boko Haram two years ago were released and reunited with their families. They are expected to be released by the end of the year.Nigeria has been fighting a seven-year insurgency against Boko Haram fighters, with the army retaking much of the country in 2014."
36189022,"Liberty, headed by Sanjeev Gupta, was first to express an interest in the assets when they were put up for sale.
A spokesman for Liberty told the BBC that the firm had put together a team of advisers and financial backers.
""The formal process is to submit a letter of intent; it amounts to a bid. It will be done on Tuesday,"" he said.
In addition to the Port Talbot factory - the UK's largest steelworks - Tata's remaining assets include sites at Newport, where more than 1,300 people are employed, and Rotherham, which employs 1,200. Tata also has operations at Corby, Shotton and Teesside.
Macquarie, the Australian bank, was advising Liberty on a potential bid, and is considered a potential financial backer of any takeover.
Liberty House started life in the university room of Indian-born founder Sanjeev Gupta.
While a student at Cambridge University in 1992, the budding entrepreneur started what has since become a global steel and commodities business with annual sales of more than £2bn.
With operations in 30 countries, and headquarters in London, Dubai, and Singapore, Mr Gupta's Liberty has also emerged as a possible saviour of Britain's steel industry.
Liberty's focus is on recycling the mountains of scrap metal generated in the UK, rather than the historical method of producing steel in blast furnaces.
Last month, it acquired Tata Steel's plants in Lanarkshire. In recent years, it has reached similar deals for steel plants in Newport and the Black Country.
A management buyout team is also planning to submit a bid under the name Excalibur Steel UK Limited.
It has appointed investment banker Mark Rhydderch-Roberts as a non-executive director. He joins Stuart Wilkie, the head of Tata's United Kingdom strip steel business, and former Alcan senior executive and venture capitalist Roger Maggs, on the board.
The government has promised to support any buyer of the business by taking up to a 25% stake in a new business and making hundreds of millions of pounds of finance available.
Tata has not publicly set a deadline for any deal, but has made it clear it cannot sustain its £1m-a-day losses indefinitely and does not want to prolong the uncertainty for workers and customers.
Tata's Scunthorpe operation, which employs more than 3,000 people, has been sold to investment firm Greybull Capital for a nominal £1.","Liberty House plans to submit a formal bid on Tuesday to buy Tata Steel's UK assets, which include the Port Talbot works employing about 4,000 people.","Liberty, headed by Sanjeev Gupta, was first to express an interest in the assets when they were put up for sale.","Liberty, headed by Sanjeev Gupta, was first to express an interest in the assets when they were put up for sale.A spokesman for Liberty told the BBC that the firm had put together a team of advisers and financial backers.""The formal process is to submit a letter of intent; it amounts to a bid. It will be done on Tuesday,"" he said.Tata's remaining assetsIn addition to the Port Talbot factory - the UK's largest steelworks - Tata's remaining Assets include sites at Newport, where more than 1,300 people are employed, and Rotherham, which employs 1,200. Tata also has operations at Corby, Shotton and Teesside.A spokeswoman for Liberty declined to comment.Macquarie, the Australian bank, was advising Liberty on a potential bid, and is considered a potential financial backer of any takeover.Liberty House started life in the university room of Indian-born founder Sanjeevi Gupta. He was a student at the University of Cambridge, where he studied engineering and business administration.He left the university to start Liberty House, which he later sold to Tata in 2008.He died in 2012.While a student on Cambridge University in 1992, the budding entrepreneur started what has since become"
35761011,"The ""learning from mistakes league"" rates 120 trusts outstanding or good, 78 with ""significant concerns"" and 32 with a ""poor reporting culture"".
Other measures include legal protection for staff who admit mistakes, and new medical examiners to review deaths.
A patient safety charity welcomed the moves but said it remained ""concerned"".
The first annual ""learning from mistakes league"" uses feedback from staff on their freedom to speak when things go wrong.
Health Secretary Jeremy Hunt, who is hosting a ""global patient safety summit"" in London on Wednesday and Thursday, said the changes were a step towards a ""new era of openness"".
He said health services must ""unshackle ourselves from a quick-fix blame culture and acknowledge that sometimes bad mistakes can be made by good people"".
The changes announced by Mr Hunt include:
Peter Walsh, chief executive of patient safety charity Action Against Medical Accidents, welcomed the initiatives but said he remained concerned about the ""woeful inconsistency and often inadequate quality of NHS investigations into serious incidents"".
He said there was ""nothing"" in Mr Hunt's announcement to reassure his organisation that urgent action would be taken to address the quality of local investigations.
James Titcombe, whose son Joshua died after failings in care, said the measures were ""major steps that will help move the NHS towards the kind of true learning culture that other high-risk industries take for granted"".
Labour's shadow health secretary Heidi Alexander said her party supported ""any measures that will improve safety"", but she added: ""On Jeremy Hunt's watch, hospitals are overcrowded, understaffed and facing financial crisis.""","Health trusts in England have been ranked by their ability to learn from mistakes, as part of several changes designed to improve patient safety.","The ""learning from mistakes league"" rates 120 trusts outstanding or good, 78 with ""significant concerns"" and 32 with a ""poor reporting culture"".","The ""learning from mistakes league"" rates 120 trusts outstanding or good, 78 with ""significant concerns"" and 32 with a ""poor reporting culture"".Other measures include legal protection for staff who admit mistakes, and new medical examiners to review deaths.A patient safety charity welcomed the moves but said it remained ""concerned"".Image copyright Getty Images Image caption The changes were announced by Health Secretary Jeremy Hunt on WednesdayThe new measures are part of a wider effort to improve patient safety in the NHS.The first annual ""learningfrom mistakes league' uses feedback from staff on their freedom to speak when things go wrong.Image copyright PA Image caption Health SecretaryJeremy Hunt, who is hosting a ""global patient safety summit"" in London on Wednesday and Thursday, said the changes were a step towards a ""new era of openness"".He said health services must ""unshackle ourselves from a quick-fix blame culture and acknowledge that sometimes bad mistakes can be made by good people"".The changes announced by Mr Hunt include:The changes also include:Peter Walsh, chief executive of patient death charity Action Against Medical Accidents, welcomed the initiatives but said he remained concerned about the ""woeful inconsistency and often ineffectiveness"" of the system."
39632041,"It is not the done thing to interfere in the internal affairs of a member state after all and Britain is still a member state - just about.
EU Council President Donald Tusk has already offered a lesson in what to say when you know you can't say much.
He wrote: ""It was Hitchcock who directed Brexit - first an earthquake and the tension rises.""
That suggests that Mr Tusk has only a hazy knowledge of the works of Hitchcock - but it also hints at an expectation in Brussels that the Brexit debate is about to heat up.
In domestic terms, Mrs May is hoping for a strong, clear and personal mandate to lead the Brexit negotiations on her own terms. And if the Labour leader Jeremy Corbyn wins he would also claim endorsement for placing his own political priorities at the centre of the talks to come.
But in European terms, that's something of a secondary issue.
The EU Commission's lead negotiator, Michel Barnier, is going to have to deal with whoever is in residence in 10 Downing Street and the strength of the occupant's mandate won't be his concern.
His team have already said that while the announcement doesn't change anything, there's a hope that it will produce a strong leader with strong backing from the people of the UK.
And we can be sure this British election will be watched with even closer attention than usual - not just in Brussels but in the other European capitals where Brexit is going to be a huge issue in the years to come.
First, both Theresa May and all her rivals will have to set out their visions for Brexit in much more detail than we've heard so far.
British voters will demand nothing less.
But in the process, the Barnier team and the governments of France, Germany and the rest will get a feeling for where the British red lines in negotiations really lie.
Any British candidate worth his or her salt will try to leave room for manoeuvre in the talks to come after the election, but it will surely be impossible to campaign without giving away at least some detail.
And of course there are romantics across Europe who hope that the voice of the Remainers will be heard loud and clear in the British debate to come.
The hope that Brexit might be quickly reversed has pretty much faded from the European debate now, but plenty of politicians across the continent will be hoping to hear candidates putting forward the argument for a soft Brexit with the closest possible links to the EU and its single market.
That may be wishful thinking, but there'll be strong support for such voices from many quarters in Europe.
Europe was taken by surprise by Theresa May's announcement, but not taken aback. The EU negotiators have been working hard behind the scenes to prepare their position and their message is that they're ready to negotiate with Britain, no matter who occupies 10 Downing Street.
This was already a busy year for European democracy - the Netherlands has already voted, while France votes for a president at the weekend and will hold National Assembly elections in June.
Germany goes to the polls in September.
But there's an awareness that the UK election will be different precisely because it will play a huge part in shaping the British negotiating position on Brexit.
And, of course, there's also the fascination of the pure political theatre of it all.",The EU has to be measured in its response to Theresa May's election announcement.,It is not the done thing to interfere in the internal affairs of a member state after all and Britain is still a member state - just about.,"It is not the done thing to interfere in the internal affairs of a member state after all and Britain is still a member member state - just about.EU Council President Donald Tusk has already offered a lesson in what to say when you know you can't say much.He wrote: ""It was Hitchcock who directed Brexit - first an earthquake and the tension rises.""That suggests that Mr Tusk is only a hazy knowledge of the works of Hitchcock - but it also hints at an expectation in Brussels that the Brexit debate is about to heat up.Mr Tusk may be right.In domestic terms, Mrs May is hoping for a strong, clear and personal mandate to lead the Brexit negotiations on her own terms. And if the Labour leader Jeremy Corbyn wins he would also claim endorsement for placing his own political priorities at the centre of the talks to come.But in European terms, that's something of a secondary issue.The EU Commission's lead negotiator, Michel Barnier, is going to have to deal with whoever is in residence in 10 Downing Street and the strength of the occupant's position on the EU's negotiating table.Mr Barnier may not be able to do that."
29252950,"The official data prompted the government to upgrade growth forecasts for the second time in a week and to promise no new austerity measures.
Last week, growth for 2014 was up-rated to 3% from 2.1%, but will now be around 4.5%, Ireland's finance minister said.
Michael Noonan said the economy was in ""a catch-up phase... after recession"".
The year-on-year growth of 7.7% was the strongest recorded in Ireland since the early 2000s, Mr Noonan told reporters. By comparison, the eurozone recorded growth of just 0.7% over the same period.
Along with Greece, Spain and Portugal, Ireland was among the eurozone's worst hit economies, with the bursting of its property bubble and soaring unemployment.
The 1.5% quarterly rise beat the 0.5% expected by economists polled in a survey by the Reuters news agency.
Mr Noonan said the faster growth would mean Ireland's budget deficit falling to about 3.5% of GDP this year against a target of 4.8%. That meant 2bn euros of tax rises and spending cuts planned for next year would no longer be needed to reach the EU limit of 3% by the end of 2015, he said.
The economic improvement comes after years of austerity, a bailout from international lenders, and relentless austerity measures.
""At face value, the numbers suggest that the boom is back,"" said Austin Hughes, chief economist at KBC Bank Ireland.
""It shows a clearly improving economy. It's very encouraging to see the improvement in consumption, in construction. So a domestic recovery is taking hold, if a lot less intense that the headline number would suggest,"" he said.","The Republic of Ireland's economy grew 1.5% in the second quarter of the year, figures show, and was up 7.7% on the April-to-June period in 2013.",The official data prompted the government to upgrade growth forecasts for the second time in a week and to promise no new austerity measures.,"The official data prompted the government to upgrade growth forecasts for the second time in a week and to promise no new austerity measures.Last week, growth for 2014 was up-rated to 3% from 2.1%, but will now be around 4.5%, Ireland's finance minister said.Mr Michael Noonan said the economy was in ""a catch-up phase... after recession"".The year-on-year growth of 7.7% was the strongest recorded in Ireland since the early 2000s, Mr Noonan told reporters. By comparison, the eurozone recorded growth of just 0.7 percent over the same period.Image copyright Getty Images Image caption Ireland's economy has been hit by a property bubbleAlong with Greece, Spain and Portugal, Ireland was among the eurozone's worst hit economies, with the bursting of its property bubble and soaring unemployment.The 1.5% quarterly rise beat the 0.75% expected by economists polled in a survey by the Reuters news agency.The government said it expected the growth to continue for the rest of the year, with a target of 4.8% in 2014.Mr Noonan also said the faster growth would mean Ireland's budget deficit falling to about 3.5%-4% of GDP in this year against a target"
40615948,"President Raul Castro said ""attempts to destroy the revolution"" would fail.
Mr Trump has tightened restrictions on US travel to and business with the communist island.
But the US embassy in Havana, re-opened by former President Barack Obama, is still operating.
Mr Castro was speaking in front of Cuba's national assembly. It was his first public comment on the policy changes Mr Trump announced a month ago.
State-run Cuban media quoted Mr Castro as saying that Mr Trump was using ""old and hostile rhetoric"" and had returned to ""confrontation that roundly failed over 55 years"".
He said: ""We reject the manipulation of the topic of human rights against Cuba, which can be proud of much in this area and does not need to receive lessons from the United States nor anyone.""
Mr Trump anchored his policy rollback in human rights concerns raised by political opponents of Cuba's communist government, many of whom have fled to Miami where Mr Trump announced the changes on 16 June.
Mr Castro continued: ""Cuba and the United States can cooperate and live side by side, respecting their differences. But no one should expect that for this, one should have to make concessions inherent to one's sovereignty and independence.""
Mr Castro will step down as president in seven months, but will remain the head of the country's Communist Party.",The president of Cuba has spoken publicly for the first time against US President Donald Trump's rollback of a thaw between the two countries a month ago.,"President Raul Castro said ""attempts to destroy the revolution"" would fail.","President Raul Castro said ""attempts to destroy the revolution"" would fail.Mr Trump has tightened restrictions on US travel to and business with the communist island.The US embassy in Havana has been closed since Mr Trump took office in January.But the US Embassy in Havana, re-opened by former President Barack Obama, is still operating.Mr Castro was speaking in front of Cuba's national assembly. It was his first public comment on the policy changes Mr Trump announced a month ago.State-run Cuban media quoted Mr Castro as saying that Mr Trump was using ""old and hostile rhetoric"" and had returned to ""confrontation that roundly failed over 55 years"".He said: ""We reject the manipulation of the topic of human rights against Cuba, which can be proud of much in this area and does not need to receive lessons from the United States nor anyone.""Mr Trump anchored his policy rollback in human rights concerns raised by political opponents of Cuba’s communist government, many of whom have fled to Miami where Mr Trump announce the changes on 16 June.The United States has said it will not tolerate human rights abuses by the communist government in Cuba, the Cuban government said in a statement on Monday night. Mr Castro continued: ""Cuba and the"
36226983,"Parts of the Mariana Trench in the Pacific Ocean are up to 11 kilometres deep, so we know little about what sea life there is.
So a team has been sending down a robotic submarine called Deep Discoverer with a camera on it.
Science fans or anyone who is just curious can check out what the camera is showing online.
The three-month expedition is looking for things like fish, mud volcanoes and deep sea coral.
So far they've spotted shrimp, jellyfish and black pillow lava from an underwater eruption.",Scientists are exploring the deepest place on Earth - and streaming live video from there.,"Parts of the Mariana Trench in the Pacific Ocean are up to 11 kilometres deep, so we know little about what sea life there is.","Parts of the Mariana Trench in the Pacific Ocean are up to 11 kilometres deep, so we know little about what sea life there is.So a team has been sending down a robotic submarine called Deep Discoverer with a camera on it.Science fans or anyone who is just curious can check out what the camera is showing online.The three-month expedition is looking for things like fish, mud volcanoes and deep sea coral.The team is hoping to find some of these things in the water.So far they've spotted shrimp, jellyfish and black pillow lava from an underwater eruption."
37641671,"The 50-year-old Dubliner won two league titles with the Crues in 1995 and 1997 and began his managerial career at Seaview before taking charge of several League of Ireland clubs.
His most recent position was as Roddy Collins' assistant at Waterford United.
He replaces Kieran Harding, who quit last month after Carrick lost seven of their opening nine games.
Callaghan was capped for the Republic of Ireland at Under-21 level.
The defender played for Shelbourne, St Patrick's Athletic and English clubs Stoke City, Oldham, Crewe and Preston as well as having a successful spell in the Irish League with Crusaders.
After replacing Roy Walker as manager for the 1998/99 season, he gained further managerial experience in the League of Ireland with Athlone Town, Longford Town, Bohemians and UCD.
""I would like to transfer the identity of the club onto a professional platform and I look forward to working with all key stakeholders to achieve this objective,"" he said.
""It's a league I have achieved great success as a player and a manager.
""I am confident of improving the current squad's tactical, technical, psychological and physical abilities.""
Club secretary David Hilditch said he hopes the appointment ""will bring stability to matters on the field"" and develop the club.
Callaghan's first game in charge will be an Irish Premiership match at home to Glenavon on Saturday.
The club are in 11th place with four points from 11 games, with only Portadown further adrift because of their points deduction.",Former Crusaders defender and player-manager Aaron Callaghan is the new manager of Carrick Rangers.,The 50-year-old Dubliner won two league titles with the Crues in 1995 and 1997 and began his managerial career at Seaview before taking charge of several League of Ireland clubs.,"The 50-year-old Dubliner won two league titles with the Crues in 1995 and 1997 and began his managerial career at Seaview before taking charge of several League of Ireland clubs.His most recent position was as Roddy Collins' assistant at Waterford United.He replaces Kieran Harding, who quit last month after Carrick lost seven of their opening nine games.McCallaghan was capped for the Republic of Ireland at Under-21 level.The defender played for Shelbourne, St Patrick's Athletic and English clubs Stoke City, Oldham, Crewe and Preston as well as having a successful spell in the Irish League with Crusaders.After replacing Roy Walker as manager for the 1998/99 season, he gained further managerial experience in the League of Kerry with Athlone Town, Longford Town, Bohemians and UCD.""I would like to transfer the identity of the club onto a professional platform and I look forward to working with all key stakeholders to achieve this objective,"" he said.""It's a league I have achieved great success as a player, coach and player, and it's a club I have always wanted to play in."""
20738732,"They talk of a boy who dressed smartly and worked hard, but who barely said a word during his time at school.
Police officers have said he may have had a personality or developmental disorder, while one relative told ABC News he was ""obviously not well"".
Lanza appears to have kept a low profile throughout his life. US media report that unusually, his high school yearbook of 2010 contained no photograph of him.
""Camera shy"" was the comment by his entry.
Unlike the majority of his peers, Lanza apparently had no Facebook page. His online footprint was minimal. He appears not to have been known to the police.
Adam Lanza lived with his mother in a well-to-do neighbourhood of Newtown, Connecticut. The house is about five miles (8km) from Sandy Hook School, which he attended as a child.
He went on to Newtown High School, but made few friends. His mother pulled him out of the school and taught him at home because she was unhappy with the school district's plan for his education.
His aunt, Marsha Lanza, said that Adam was ""definitely the challenge to the family in that house"".
""Every family has one. I have one. They have one. â€¦ But he was a very bright boy, he was smart,"" she said.
Intelligent but shy and nervous were the most common memories of those who learnt beside him.
Richard Novia, who was head of security at Newtown High School, said it was clear Lanza had ""some disabilities"".
He was protective of his personal space and sometimes appeared to completely withdraw into himself or to ""take flight"", Mr Novia told AP, meaning his mother had to be called in to resolve the problem.
""You had yourself a very scared young boy, who was very nervous around people he could trust or he refused to speak with.""
Mr Novia helped to run a technology club, which Lanza attended, and said he had to keep a close eye on him while the club was using soldering equipment or electrical equipment.
""If that boy would've burned himself, he would not have known it or felt it physically,"" he said.
An inability to respond to sensation, and a difficult in relating to other people, could be an indication of Asperger's Syndrome (a form of autism), say experts.
They stress there is no direct link between the condition and aggression. People with the condition can sometimes struggle to express themselves in socially expected ways, however.
Olivia DeVivo was a student with Lanza in the 10th grade, at about the age of 15. She told the Associated Press he was ""very shy and didn't make an effort to interact with anybody"".
""Now looking back, it's kind of like 'OK, he had all these signs,' but you can't say every shy person would do something like this,"" she said.
A former school bus driver in the town, Marsha Moskowitz, said she remembered the Lanza boys.
""You know the trouble kids, and you figure, 'Pfft, that one's going to be trouble.' But I never would have thought that about them,"" she told the Hartford Courant newspaper.
Marsha Lanza told the Associated Press that Adam had been raised by kind, nurturing parents, who would not have hesitated to seek counselling for their son if he needed it.
The parents divorced in 2009, having separated at least three years earlier. His father, Peter Lanza, moved to Stamford, Connecticut, and recently remarried.
His mother, Nancy, remained in the family home, where it is thought she was killed by her son. She had previously worked in finance, but her divorce settlement left her well off and she stayed at home.
Friends said she was popular and sociable. An acquaintance, Jim Leff, wrote on his blog that she was ""a friend-of-friends who I periodically would briefly bump into, and who always seemed kind-hearted... and, yes, a bit high-strung. But with ample reason, as it turns out.""
Contrary to initial reports, Nancy Lanza never worked as a teacher at Sandy Hook Elementary School.
She was a gun enthusiast who is reported to have taken her sons with her to the shooting range. Adam Lanza used her legally purchased Bushmaster assault rifle to carry out his attack. He was also carrying his mother's two handguns, a Glock pistol and a Sig Sauer. Police found a shotgun in his car.
Adam Lanza's elder brother, 24-year-old Ryan, who was initially named in the media as the suspected gunman, has been helping police with their investigation. US media is reporting that he told them he had had no contact with his brother since 2010.
In a statement issued to the media, Lanza's father said: ""No words can truly express how heartbroken we are.
""We, too, are asking why. Like so many of you, we are saddened and struggling to make sense of what has transpired.""","Former classmates of Adam Lanza, 20, the man identified as the gunman in the Sandy Hook School killings, do not remember much about him.","They talk of a boy who dressed smartly and worked hard, but who barely said a word during his time at school.","They talk of a boy who dressed smartly and worked hard, but who barely said a word during his time at school.Police officers have said he may have had a personality or developmental disorder, while one relative told ABC News he was ""obviously not well"".Lanza appears to have kept a low profile throughout his life. US media report that unusually, his high school yearbook of 2010 contained no photograph of him. The yearbook also did not include a picture of him on the cover.""Camera shy"" was the comment by his entry. ""I don't like to be photographed,"" he wrote.Unlike the majority of his peers, Lanza apparently had no Facebook page. His online footprint was minimal. He appears not to have been known to the police. He had no social media accounts.Adam Lanza lived with his mother in a well-to-do neighbourhood of Newtown, Connecticut. The house is about five miles (8km) from Sandy Hook School, which he attended as a child. His mother said he was bullied at school, but did not show any signs of being bullied.He went on to Newtown High School, but made few friends. Her mother pulled him out of the school and taught him at home because she was unhappy with"
37782718,"The German-based team, which won Le Mans 13 times between 2000 and 2014, finished third in 2015 and 2016, with both races won by Porsche.
Formula E, the world's first electric racing series, only started in 2014.
Audi chairman Rupert Stadler said: ""We're going to contest the race for the future on electric power.""
Ten teams - including Renault, Audi and Jaguar - currently take part in the Formula E series, with two new entries to be allocated for 2018-19 subject to the approval of the International Automobile Federation (FIA).
Formula 1 champions Mercedes are considering taking an option to join.
""As our production cars are becoming increasingly electric, our motorsport cars, as Audi's technological spearheads, have to be even more so,"" Stadler added.
Pierre Fillon, president of the Automobile Club de l'Ouest, which organises the Le Mans race, said: ""It was with emotion that we all learned this morning about Audi's decision to withdraw from endurance racing.
""Although prepared for this, we regret the departure of a major figure in endurance racing for a different adventure.""","Audi will not race in next season's World Endurance Championship, which includes the iconic Le Mans 24 Hours race, to concentrate on Formula E.","The German-based team, which won Le Mans 13 times between 2000 and 2014, finished third in 2015 and 2016, with both races won by Porsche.","The German-based team, which won Le Mans 13 times between 2000 and 2014, finished third in 2015 and 2016, with both races won by Porsche.Formula E, the world's first electric racing series, only started in 2014.Audi chairman Rupert Stadler said: ""We're going to contest the race for the future on electric power.""Ten teams - including Renault, Audi and Jaguar - currently take part in the Formula E series, with two new entries to be allocated for 2018-19 subject to the approval of the International Automobile Federation (FIA).Formula 1 champions Mercedes are considering taking an option to join.""As our production cars are becoming increasingly electric, our motorsport cars, as Audi's technological spearheads, have to be even more so,"" Stadlers added.""We will continue to compete in Formula E.""Jean-Pierre Fillon, president of the Automobile Club de l'Ouest, which organises the Le Mans race, said on Twitter: ""It was with emotion that we all learned this morning about Audi's decision to withdraw from endurance racing.""Although prepared for this, we regret the decision of the FIA and the FIA, and we will continue our efforts to ensure the safety of our"
